slug,url,title,category,date_published,read_time,author,description,content
google-ai-studio-tutorial,https://app.datacamp.com/learn/tutorials/google-ai-studio-tutorial,"Google AI Studio Tutorial: Complete Guide to Chat, Build, and Stream Modes",NEW,December 2025,12 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
count-sql-function,https://app.datacamp.com/learn/tutorials/count-sql-function,COUNT() SQL FUNCTION,NEW,December 2024,3 min,Travis Tang,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-substring,https://app.datacamp.com/learn/tutorials/excel-substring,Excel Substring Techniques: Extract and Format Text,NEW,August 2024,10 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-replace,https://app.datacamp.com/learn/tutorials/sql-replace,How to Use the SQL REPLACE() Function,NEW,July 2024,10 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
relational-algebra-in-dbms,https://app.datacamp.com/learn/tutorials/relational-algebra-in-dbms,Relational Algebra: The Logic Behind Every SQL Query,NEW,February 2026,11 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
getting-started-terraform,https://app.datacamp.com/learn/tutorials/getting-started-terraform,What is Terraform? Get Started With Infrastructure as Code,NEW,July 2024,10 min,Marie Fayard,,"Last chance! 50% off DataCamp Premium
Sale ends in"
machine-learning-python,https://app.datacamp.com/learn/tutorials/machine-learning-python,Python Machine Learning: Scikit-Learn Tutorial,NEW,June 2025,12 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
freeze-panes-in-excel,https://app.datacamp.com/learn/tutorials/freeze-panes-in-excel,How to Freeze Panes in Excel: A Guide to Lock Rows and Columns,NEW,January 2025,7 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
r-squared,https://app.datacamp.com/learn/tutorials/r-squared,R-Squared Explained: How Well Does Your Regression Model Fit?,NEW,May 2025,8 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
feature-engineering,https://app.datacamp.com/learn/tutorials/feature-engineering,Feature Engineering in Machine Learning: A Practical Guide,NEW,March 2025,15 min,Srujana Maddula,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-date-greater-than,https://app.datacamp.com/learn/tutorials/sql-date-greater-than,Mastering SQL Date Comparisons: How to Query for Dates Greater Than a Specific Date,NEW,June 2024,11 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
coefficient-of-determination,https://app.datacamp.com/learn/tutorials/coefficient-of-determination,Coefficient of Determination: What R-Squared Tells Us,NEW,July 2025,15 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
difference-between-where-and-having-clause-in-sql,https://app.datacamp.com/learn/tutorials/difference-between-where-and-having-clause-in-sql,The Difference Between WHERE and HAVING in SQL,NEW,October 2024,8 min,Islam Salahuddin,,"Last chance! 50% off DataCamp Premium
Sale ends in"
k-nearest-neighbor-classification-scikit-learn,https://app.datacamp.com/learn/tutorials/k-nearest-neighbor-classification-scikit-learn,K-Nearest Neighbors (KNN) Classification with scikit-learn,NEW,February 2023,14 min,Adam Shafi,,"Last chance! 50% off DataCamp Premium
Sale ends in"
converting-strings-datetime-objects,https://app.datacamp.com/learn/tutorials/converting-strings-datetime-objects,Python String to DateTime: How to Convert Strings to DateTime Objects,NEW,February 2026,8 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
first-normal-form,https://app.datacamp.com/learn/tutorials/first-normal-form,What is First Normal Form (1NF)?,NEW,January 2025,8 min,Marie Fayard,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-deep-learning-tutorial,https://app.datacamp.com/learn/tutorials/tutorial-deep-learning-tutorial,What is Deep Learning? A Tutorial for Beginners,NEW,October 2023,15 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-alphabetize-in-excel,https://app.datacamp.com/learn/tutorials/how-to-alphabetize-in-excel,"How to Alphabetize in Excel: Sorting Columns, Rows, and More",NEW,March 2025,5 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
guide-to-python-hashmaps,https://app.datacamp.com/learn/tutorials/guide-to-python-hashmaps,A Guide to Python Hashmaps,NEW,December 2024,11 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-exists,https://app.datacamp.com/learn/tutorials/sql-exists,How to Use the SQL EXISTS() Operator,NEW,July 2024,10 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
inner-join-vs-outer-join,https://app.datacamp.com/learn/tutorials/inner-join-vs-outer-join,SQL INNER JOIN vs. OUTER JOIN: Key Differences,NEW,March 2025,4 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
determinant,https://app.datacamp.com/learn/tutorials/determinant,The Determinant: How It Works and What It Tells Us,NEW,March 2025,8 min,Vahab Khademi,,"Last chance! 50% off DataCamp Premium
Sale ends in"
cramers-rule,https://app.datacamp.com/learn/tutorials/cramers-rule,Cramer's Rule: A Direct Method for Solving Linear Systems,NEW,August 2025,7 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
git-delete-branch,https://app.datacamp.com/learn/tutorials/git-delete-branch,Git Delete Branch: How to Remove Local and Remote Branches,NEW,March 2025,15 min,Ashlyn Brooks,,"Last chance! 50% off DataCamp Premium
Sale ends in"
negative-binomial-distribution,https://app.datacamp.com/learn/tutorials/negative-binomial-distribution,Understanding the Negative Binomial Distribution: A Full Guide,NEW,February 2025,10 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-unique,https://app.datacamp.com/learn/tutorials/excel-unique,Excel UNIQUE(): The Fastest Way to Filter Duplicates,NEW,July 2025,5 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
git-squash-commits,https://app.datacamp.com/learn/tutorials/git-squash-commits,Git Squash Commits: A Guide With Examples,NEW,November 2024,7 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
svm-classification-scikit-learn-python,https://app.datacamp.com/learn/tutorials/svm-classification-scikit-learn-python,Support Vector Machines with Scikit-learn Tutorial,NEW,December 2019,15 min,Avinash Navlani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
julius-ai-guide,https://app.datacamp.com/learn/tutorials/julius-ai-guide,Julius AI Guide: Transform Your Data Analysis in 2026,NEW,June 2025,12 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
calculate-coefficient-variation-excel,https://app.datacamp.com/learn/tutorials/calculate-coefficient-variation-excel,How to Calculate the Coefficient of Variation in Excel,NEW,May 2024,8 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
functions-python-tutorial,https://app.datacamp.com/learn/tutorials/functions-python-tutorial,Python Functions: How to Call & Write Functions,NEW,November 2024,14 min,Karlijn Willems,,"Last chance! 50% off DataCamp Premium
Sale ends in"
helm-chart,https://app.datacamp.com/learn/tutorials/helm-chart,Helm Chart Tutorial: A Step-by-Step Guide with Examples,NEW,May 2025,15 min,Kenny Ang,,"Last chance! 50% off DataCamp Premium
Sale ends in"
qwen3-ollama,https://app.datacamp.com/learn/tutorials/qwen3-ollama,How to Set Up and Run Qwen 3 Locally With Ollama,NEW,April 2025,12 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-slicer,https://app.datacamp.com/learn/tutorials/excel-slicer,Excel Slicer: A Step-by-Step Guide to Advanced Filtering,NEW,January 2025,10 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
r-data-import-tutorial,https://app.datacamp.com/learn/tutorials/r-data-import-tutorial,How to Import Data Into R,NEW,December 2024,10 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-subprocess,https://app.datacamp.com/learn/tutorials/python-subprocess,An Introduction to Python Subprocess: Basics and Examples,NEW,April 2026,15 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
oop-in-java,https://app.datacamp.com/learn/tutorials/oop-in-java,"OOP in Java: Classes, Objects, Encapsulation, Inheritance and Abstraction",NEW,December 2024,15 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
weighted-average-formula,https://app.datacamp.com/learn/tutorials/weighted-average-formula,Weighted Average Formula: A Complete Guide with Practical Applications,NEW,September 2025,9 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
reinforcement-learning-python-introduction,https://app.datacamp.com/learn/tutorials/reinforcement-learning-python-introduction,Reinforcement Learning: An Introduction With Python Examples,NEW,May 2024,14 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-sum-in-excel,https://app.datacamp.com/learn/tutorials/how-to-sum-in-excel,How to Sum in Excel: A Full Guide,NEW,May 2025,9 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
law-of-large-numbers,https://app.datacamp.com/learn/tutorials/law-of-large-numbers,Law of Large Numbers: A Key to Understanding Uncertainty,NEW,June 2025,8 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
fibonacci-sequence-python,https://app.datacamp.com/learn/tutorials/fibonacci-sequence-python,Fibonacci Sequence in Python: Learn and Explore Coding Techniques,NEW,February 2025,6 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
litellm,https://app.datacamp.com/learn/tutorials/litellm,LiteLLM: A Guide With Practical Examples,NEW,September 2025,12 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
data-types-in-excel,https://app.datacamp.com/learn/tutorials/data-types-in-excel,Data Types in Excel and Their Uses: A Complete Guide,NEW,June 2024,9 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
mean-absolute-error,https://app.datacamp.com/learn/tutorials/mean-absolute-error,Mean Absolute Error Explained: Measuring Model Accuracy,NEW,August 2025,4 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-in-vs-code,https://app.datacamp.com/learn/tutorials/claude-code-in-vs-code,Claude Code in VS Code: How to Use the Extension,NEW,April 2026,13 min,Khalid Abdelaty,,"Last chance! 50% off DataCamp Premium
Sale ends in"
azure-openai,https://app.datacamp.com/learn/tutorials/azure-openai,Azure OpenAI: A Step-by-Step Getting Started Guide,NEW,February 2025,15 min,Arun Nanda,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-drill-through,https://app.datacamp.com/learn/tutorials/power-bi-drill-through,Power BI Drill Through: A Full Tutorial,NEW,July 2025,10 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
seaborn-python-tutorial,https://app.datacamp.com/learn/tutorials/seaborn-python-tutorial,Python Seaborn Tutorial For Beginners: Start Visualizing Data,NEW,March 2023,15 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
correlation-matrix-excel,https://app.datacamp.com/learn/tutorials/correlation-matrix-excel,Correlation Matrix In Excel: A Complete Guide to Creating and Interpreting,NEW,May 2024,9 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-abstract-classes,https://app.datacamp.com/learn/tutorials/python-abstract-classes,Python Abstract Classes: A Comprehensive Guide with Examples,NEW,January 2025,10 min,Derrick Mwiti,,"Last chance! 50% off DataCamp Premium
Sale ends in"
fuzzy-logic-in-ai,https://app.datacamp.com/learn/tutorials/fuzzy-logic-in-ai,"Fuzzy Logic in AI: Principles, Applications, and Python Implementation Guide",NEW,January 2025,12 min,Josep Ferrer,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-normalize-data,https://app.datacamp.com/learn/tutorials/how-to-normalize-data,How to Normalize Data: A Complete Guide With Examples,NEW,January 2026,14 min,Josep Ferrer,,"Last chance! 50% off DataCamp Premium
Sale ends in"
exponential-distribution,https://app.datacamp.com/learn/tutorials/exponential-distribution,Understanding the Exponential Distribution: A Comprehensive Guide,NEW,January 2025,9 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-linked-lists,https://app.datacamp.com/learn/tutorials/python-linked-lists,Python Linked Lists: Tutorial With Examples,NEW,February 2024,9 min,Natassha Selvaraj,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-data-types,https://app.datacamp.com/learn/tutorials/sql-data-types,SQL Data Types: Essential Guide for Beginners,NEW,January 2026,14 min,Amberle McKee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
face-detection-python-opencv,https://app.datacamp.com/learn/tutorials/face-detection-python-opencv,Face Detection with Python Using OpenCV,NEW,December 2024,8 min,Natassha Selvaraj,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-time-series-forecasting,https://app.datacamp.com/learn/tutorials/tutorial-time-series-forecasting,Time Series Forecasting Tutorial,NEW,February 2022,15 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
getting-started-with-apache-airflow,https://app.datacamp.com/learn/tutorials/getting-started-with-apache-airflow,Getting Started with Apache Airflow,NEW,December 2023,10 min,Jake Roach,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-data-type-conversion,https://app.datacamp.com/learn/tutorials/python-data-type-conversion,Python Data Type Conversion: A Guide With Examples,NEW,February 2025,14 min,Sejal Jaiswal,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sensitivity-analysis-in-excel,https://app.datacamp.com/learn/tutorials/sensitivity-analysis-in-excel,"Sensitivity Analysis in Excel Tutorial: Overview, Types, and Best Practices",NEW,May 2025,13 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-autoencoders,https://app.datacamp.com/learn/tutorials/introduction-to-autoencoders,Introduction to Autoencoders: From The Basics to Advanced Applications in PyTorch,NEW,December 2023,10 min,Pier Paolo Ippolito,,"Last chance! 50% off DataCamp Premium
Sale ends in"
gitignore,https://app.datacamp.com/learn/tutorials/gitignore,How to Use .gitignore: A Practical Introduction with Examples,NEW,March 2025,8 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-2-1-guide,https://app.datacamp.com/learn/tutorials/claude-code-2-1-guide,Claude Code 2.1: A Guide With Practical Examples,NEW,January 2026,10 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
veo-3,https://app.datacamp.com/learn/tutorials/veo-3,Google's Veo 3: A Guide With Practical Examples,NEW,May 2025,12 min,Alex Olteanu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
deep-agents,https://app.datacamp.com/learn/tutorials/deep-agents,LangChain's Deep Agents: A Guide With Demo Project,NEW,August 2025,12 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
k-fold-cross-validation,https://app.datacamp.com/learn/tutorials/k-fold-cross-validation,A Comprehensive Guide to K-Fold Cross Validation,NEW,June 2024,10 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-channels,https://app.datacamp.com/learn/tutorials/claude-code-channels,Claude Code Channels With Discord: Step-by-Step Setup Guide,NEW,March 2026,11 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-best-practices,https://app.datacamp.com/learn/tutorials/claude-code-best-practices,"Claude Code Best Practices: Planning, Context Transfer, TDD",NEW,March 2026,14 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-build-claude-code-plugins,https://app.datacamp.com/learn/tutorials/how-to-build-claude-code-plugins,How to Build Claude Code Plugins: A Step-by-Step Guide,NEW,February 2026,9 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
structural-equation-modeling,https://app.datacamp.com/learn/tutorials/structural-equation-modeling,Structural Equation Modeling: What It Is and When to Use It,NEW,October 2024,9 min,Bunmi Akinremi,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-polars-tutorial-complete-guide-for-beginners,https://app.datacamp.com/learn/tutorials/python-polars-tutorial-complete-guide-for-beginners,Python Polars Tutorial: A Complete Guide for Beginners,NEW,November 2025,11 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-create-a-line-graph-in-excel,https://app.datacamp.com/learn/tutorials/how-to-create-a-line-graph-in-excel,How to Create a Line Graph in Excel: A Step-by-Step Guide,NEW,February 2025,8 min,Derrick Mwiti,,"Last chance! 50% off DataCamp Premium
Sale ends in"
auc,https://app.datacamp.com/learn/tutorials/auc,AUC and the ROC Curve in Machine Learning,NEW,September 2024,9 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-copilot-tutorial,https://app.datacamp.com/learn/tutorials/excel-copilot-tutorial,Excel Copilot: A Tutorial with Examples,NEW,October 2025,12 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-sort-in-excel,https://app.datacamp.com/learn/tutorials/how-to-sort-in-excel,How to Sort in Excel: A Step-by-Step Guide for Organizing Your Data,NEW,March 2025,6 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
normalization-in-dbms,https://app.datacamp.com/learn/tutorials/normalization-in-dbms,Normalization in DBMS: A Complete Guide with SQL Examples,NEW,July 2025,15 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-use-claude-agent-sdk,https://app.datacamp.com/learn/tutorials/how-to-use-claude-agent-sdk,Claude Agent SDK Tutorial: Create Agents Using Claude Sonnet 4.5,NEW,September 2025,9 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
linear-regression-in-python,https://app.datacamp.com/learn/tutorials/linear-regression-in-python,Linear Regression in Python: Your Guide to Predictive Modeling,NEW,March 2025,9 min,Samuel Shaibu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
matplotlib-tutorial-python,https://app.datacamp.com/learn/tutorials/matplotlib-tutorial-python,Introduction to Plotting with Matplotlib in Python,NEW,May 2023,12 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
comprehensive-tutorial-on-using-pathlib-in-python-for-file-system-manipulation,https://app.datacamp.com/learn/tutorials/comprehensive-tutorial-on-using-pathlib-in-python-for-file-system-manipulation,A Comprehensive Guide to Using pathlib in Python For File System Manipulation,NEW,May 2024,9 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
docstrings-python,https://app.datacamp.com/learn/tutorials/docstrings-python,"Python Docstrings Tutorial : Examples & Format for Pydoc, Numpy, Sphinx Doc Strings",NEW,February 2025,15 min,Aditya Sharma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
one-hot-encoding-python-tutorial,https://app.datacamp.com/learn/tutorials/one-hot-encoding-python-tutorial,What Is One Hot Encoding and How to Implement It in Python,NEW,June 2024,14 min,Dr Ana Rojo-Echeburúa,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-list-function,https://app.datacamp.com/learn/tutorials/python-list-function,Python List Functions & Methods Tutorial and Examples,NEW,December 2022,7 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-power-pivot,https://app.datacamp.com/learn/tutorials/excel-power-pivot,Excel Power Pivot: A Step-by-Step Guide,NEW,January 2026,14 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
building-open-claw-skills,https://app.datacamp.com/learn/tutorials/building-open-claw-skills,Building Custom OpenClaw Skills: A Hands-On Tutorial,NEW,March 2026,11 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
ifs-excel,https://app.datacamp.com/learn/tutorials/ifs-excel,IFS() Excel: Learn to Simplify Multiple Conditions,NEW,May 2025,10 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-run-kimi-k2-5-locally,https://app.datacamp.com/learn/tutorials/how-to-run-kimi-k2-5-locally,How to Run Kimi K2.5 Locally,NEW,February 2026,11 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
my-sql-tutorial,https://app.datacamp.com/learn/tutorials/my-sql-tutorial,MySQL Tutorial: A Comprehensive Guide for Beginners,NEW,September 2023,15 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-sql-joins,https://app.datacamp.com/learn/tutorials/introduction-to-sql-joins,Introduction to SQL Joins,NEW,May 2026,9 min,Sayak Paul,,"Last chance! 50% off DataCamp Premium
Sale ends in"
hierarchical-clustering,https://app.datacamp.com/learn/tutorials/hierarchical-clustering,Hierarchical Clustering: Concept Overview With Examples,NEW,April 2025,9 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-databricks,https://app.datacamp.com/learn/tutorials/introduction-to-databricks,Databricks Tutorial: 7 Must-know Concepts For Any Data Specialist,NEW,January 2024,12 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
bernoulli-distribution,https://app.datacamp.com/learn/tutorials/bernoulli-distribution,Bernoulli Distribution: A Complete Guide with Examples,NEW,August 2024,11 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
web-development-django,https://app.datacamp.com/learn/tutorials/web-development-django,Django Web Development in Python,NEW,December 2022,12 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-make-a-bar-graph-in-excel,https://app.datacamp.com/learn/tutorials/how-to-make-a-bar-graph-in-excel,How to Make a Bar Graph in Excel: A Beginner's Guide,NEW,July 2025,10 min,Samuel Shaibu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
gemini-3-flash-tutorial,https://app.datacamp.com/learn/tutorials/gemini-3-flash-tutorial,Gemini 3 Flash Tutorial: Build a UI Studio With Function Calling,NEW,December 2025,10 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
ols-regression,https://app.datacamp.com/learn/tutorials/ols-regression,OLS Regression: The Key Ideas Explained,NEW,January 2025,8 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
langflow,https://app.datacamp.com/learn/tutorials/langflow,Langflow: A Guide With Demo Project,NEW,May 2025,12 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-pivot-rows-to-columns,https://app.datacamp.com/learn/tutorials/sql-pivot-rows-to-columns,SQL Pivot Rows to Columns: A Comprehensive Guide,NEW,November 2024,9 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
llm-benchmarks,https://app.datacamp.com/learn/tutorials/llm-benchmarks,LLM Benchmarks Explained: A Guide to Comparing the Best AI Models,NEW,December 2025,13 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
joining-dataframes-pandas,https://app.datacamp.com/learn/tutorials/joining-dataframes-pandas,"Joining DataFrames in pandas: merge(), concat() & join()",NEW,February 2026,13 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
manhattan-distance,https://app.datacamp.com/learn/tutorials/manhattan-distance,What is Manhattan Distance?,NEW,July 2024,8 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
degrees-of-freedom,https://app.datacamp.com/learn/tutorials/degrees-of-freedom,"Degrees of Freedom: Definition, Meaning, and Examples",NEW,February 2026,5 min,Iheb Gafsi,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-run-stable-diffusion,https://app.datacamp.com/learn/tutorials/how-to-run-stable-diffusion,How to Run Stable Diffusion: A Step-by-Step Guide,NEW,July 2024,7 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
kubernetes,https://app.datacamp.com/learn/tutorials/kubernetes,Kubernetes Tutorial: A Beginner Guide to Deploying Applications,NEW,February 2025,13 min,Patrick Brus,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-paginated-reports,https://app.datacamp.com/learn/tutorials/power-bi-paginated-reports,Creating Paginated Reports in Power BI: A Step-by-Step Guide,NEW,February 2025,14 min,Adejumo Ridwan Suleiman,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-router,https://app.datacamp.com/learn/tutorials/claude-code-router,Claude Code Router: Multi-Model Routing for Efficient Coding,NEW,March 2026,13 min,Benito Martin,,"Last chance! 50% off DataCamp Premium
Sale ends in"
forward-propagation-neural-networks,https://app.datacamp.com/learn/tutorials/forward-propagation-neural-networks,Forward Propagation in Neural Networks: A Complete Guide,NEW,March 2025,12 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
guide-to-the-gradient-boosting-algorithm,https://app.datacamp.com/learn/tutorials/guide-to-the-gradient-boosting-algorithm,A Guide to The Gradient Boosting Algorithm,NEW,December 2023,15 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sankey-diagram,https://app.datacamp.com/learn/tutorials/sankey-diagram,"How to Create a Sankey Diagram in Excel, Python, and R",NEW,June 2025,9 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
beginners-guide-to-bigquery,https://app.datacamp.com/learn/tutorials/beginners-guide-to-bigquery,A Beginner's Guide to BigQuery,NEW,September 2023,9 min,Eduardo Oliveira,,"Last chance! 50% off DataCamp Premium
Sale ends in"
views-in-sql,https://app.datacamp.com/learn/tutorials/views-in-sql,Views (Virtual Tables) in SQL,NEW,January 2025,6 min,Avinash Navlani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-dml-commands-mastering-data-manipulation-in-sql,https://app.datacamp.com/learn/tutorials/sql-dml-commands-mastering-data-manipulation-in-sql,SQL DML Commands: Mastering Data Manipulation in SQL,NEW,May 2024,6 min,Dustin Luchmee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
chi-square-test-in-spreadsheets,https://app.datacamp.com/learn/tutorials/chi-square-test-in-spreadsheets,Chi-square Test in Spreadsheets,NEW,November 2019,10 min,Avinash Navlani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
linear-programming,https://app.datacamp.com/learn/tutorials/linear-programming,Linear Programming: Solving Real-World Optimization Problems,NEW,October 2025,9 min,Khalid Abdelaty,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-build-llm-applications-with-langchain,https://app.datacamp.com/learn/tutorials/how-to-build-llm-applications-with-langchain,How to Build LLM Applications with LangChain Tutorial,NEW,February 2024,12 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
vision-transformers,https://app.datacamp.com/learn/tutorials/vision-transformers,Vision Transformers (ViT) Tutorial: Architecture and Code Examples,NEW,August 2025,15 min,Vaibhav Mehra,,"Last chance! 50% off DataCamp Premium
Sale ends in"
minimax-algorithm-for-ai-in-python,https://app.datacamp.com/learn/tutorials/minimax-algorithm-for-ai-in-python,Implementing the Minimax Algorithm for AI in Python,NEW,January 2025,14 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
f1-score,https://app.datacamp.com/learn/tutorials/f1-score,F1 Score in Machine Learning: A Balanced Metric for Precision and Recall,NEW,November 2025,6 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
cocomo-model,https://app.datacamp.com/learn/tutorials/cocomo-model,"COCOMO Model Explained: Formula, Types, and Software Cost Estimation",NEW,March 2026,15 min,Khalid Abdelaty,,"Last chance! 50% off DataCamp Premium
Sale ends in"
apriori-algorithm,https://app.datacamp.com/learn/tutorials/apriori-algorithm,Apriori Algorithm Explained: A Step-by-Step Guide with Python Implementation,NEW,April 2025,2025 min,Derrick Mwiti,,"Last chance! 50% off DataCamp Premium
Sale ends in"
exception-handling-python,https://app.datacamp.com/learn/tutorials/exception-handling-python,Exception & Error Handling in Python,NEW,December 2024,11 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
